gender,senior_citizen,partner,dependents,tenure_months,contract,internet_service,online_security,tech_support,payment_method,support_calls,late_payments,monthly_charges,total_charges,churn
Male,1,No,No,16,One year,DSL,Yes,No,Electronic check,1,0,49.93,836.16,1
Female,0,Yes,No,25,Month-to-month,No,No internet service,No internet service,Bank transfer,2,1,28.63,770.09,1
Female,0,No,Yes,71,One year,Fiber optic,No,Yes,Mailed check,2,1,59.32,4294.85,0
Male,0,No,No,12,Month-to-month,No,No internet service,No internet service,Electronic check,2,0,27.01,276.68,0
Female,0,Yes,No,4,Month-to-month,DSL,No,Yes,Electronic check,1,0,45.5,182.93,1
Male,0,No,No,51,Month-to-month,No,No internet service,No internet service,Electronic check,0,3,25.4,1289.72,0
Female,0,No,No,43,Two year,No,No internet service,No internet service,Electronic check,1,0,34.71,1587.59,0
Male,1,No,No,19,Month-to-month,Fiber optic,No,Yes,Mailed check,0,1,69.93,1303.81,1
Male,0,Yes,No,72,Two year,Fiber optic,Yes,Yes,Electronic check,1,0,88.19,6242.27,0
Female,0,No,Yes,72,One year,DSL,Yes,Yes,Bank transfer,0,0,72.99,5227.68,0
Female,0,No,No,5,Month-to-month,Fiber optic,No,Yes,Electronic check,3,1,72.39,415.11,1
Female,1,No,No,15,Month-to-month,Fiber optic,No,No,Credit card,3,0,63.82,989.28,0
Male,0,Yes,No,25,Month-to-month,Fiber optic,No,No,Bank transfer,0,1,72.0,1794.39,1
Female,0,Yes,No,34,Two year,DSL,No,No,Credit card,1,0,59.0,1983.19,0
Male,0,No,No,31,Two year,Fiber optic,Yes,Yes,Mailed check,0,0,102.26,3190.52,0
Female,0,No,No,26,Month-to-month,Fiber optic,Yes,Yes,Electronic check,3,0,78.08,2064.05,1
Male,1,No,No,11,Month-to-month,Fiber optic,No,No,Mailed check,0,0,74.18,829.0,0
Female,0,No,No,37,One year,Fiber optic,No,No,Mailed check,1,0,65.16,2389.98,0
Female,0,Yes,No,39,Month-to-month,No,No internet service,No internet service,Bank transfer,0,0,18.0,700.14,0
Male,0,No,No,48,One year,DSL,Yes,No,Credit card,0,0,54.13,2565.43,0
Male,0,Yes,No,10,Month-to-month,DSL,No,No,Electronic check,6,1,47.15,533.54,1
Female,0,Yes,No,22,One year,DSL,Yes,No,Electronic check,0,2,56.69,1239.28,0
Male,0,Yes,Yes,18,Month-to-month,Fiber optic,Yes,No,Bank transfer,3,1,79.35,1372.2,1
Female,0,No,Yes,9,Two year,Fiber optic,Yes,Yes,Electronic check,1,0,85.86,908.31,1
Male,0,Yes,No,22,Month-to-month,Fiber optic,No,Yes,Credit card,2,0,86.72,1864.14,0
Male,0,No,No,11,Month-to-month,No,No internet service,No internet service,Bank transfer,1,0,39.03,375.74,0
Male,0,Yes,No,8,Two year,Fiber optic,Yes,Yes,Credit card,1,0,84.12,600.75,0
Male,0,Yes,No,43,Month-to-month,DSL,No,No,Electronic check,1,0,45.06,1896.35,1
Male,0,No,No,19,Month-to-month,Fiber optic,No,No,Electronic check,0,0,67.4,1325.37,1
Female,1,Yes,Yes,15,Month-to-month,Fiber optic,Yes,No,Bank transfer,1,0,74.16,1017.54,0
Male,1,Yes,Yes,56,Two year,Fiber optic,No,No,Electronic check,0,0,64.27,3608.78,1
Female,1,Yes,No,39,One year,DSL,Yes,Yes,Credit card,0,1,52.01,1993.42,0
Male,0,No,Yes,4,Month-to-month,Fiber optic,Yes,No,Mailed check,1,0,65.22,212.19,1
Female,0,No,Yes,34,Month-to-month,Fiber optic,Yes,Yes,Mailed check,3,2,89.47,2937.64,1
Male,1,No,No,34,Month-to-month,DSL,No,No,Electronic check,0,1,55.0,1867.34,1
Male,0,Yes,No,21,Month-to-month,No,No internet service,No internet service,Bank transfer,0,0,26.6,455.78,0
Female,0,Yes,No,21,Month-to-month,DSL,Yes,No,Electronic check,0,1,54.06,1118.42,1
Female,0,Yes,Yes,6,Month-to-month,No,No internet service,No internet service,Mailed check,3,0,19.96,140.24,1
Male,0,No,No,72,One year,DSL,Yes,Yes,Electronic check,1,1,53.02,3681.9,0
Female,0,Yes,No,22,One year,No,No internet service,No internet service,Bank transfer,1,0,18.79,455.01,0
Male,0,Yes,No,33,One year,Fiber optic,No,No,Credit card,2,0,63.14,1964.98,1
Male,0,No,No,23,One year,DSL,Yes,No,Electronic check,1,0,44.69,1136.83,0
Female,0,No,No,15,Month-to-month,DSL,No,No,Electronic check,2,0,50.74,749.45,0
Female,0,Yes,Yes,45,Month-to-month,DSL,Yes,Yes,Bank transfer,2,0,58.09,2562.27,0
Female,0,No,Yes,29,One year,Fiber optic,Yes,No,Bank transfer,0,0,76.32,2225.57,0
Female,0,Yes,No,22,Month-to-month,DSL,Yes,Yes,Electronic check,0,1,52.17,1093.67,0
Female,0,No,Yes,33,One year,DSL,Yes,No,Electronic check,0,0,60.7,1857.35,1
Female,0,No,Yes,24,Month-to-month,Fiber optic,No,No,Bank transfer,0,1,72.43,1806.62,1
Male,0,No,Yes,72,One year,Fiber optic,No,Yes,Bank transfer,2,2,72.89,5227.24,0
Female,1,Yes,No,44,Two year,Fiber optic,No,Yes,Mailed check,2,0,87.99,3876.1,0
Male,0,No,No,37,Month-to-month,DSL,Yes,No,Electronic check,2,0,55.35,2038.03,0
Female,1,Yes,No,7,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,3,2,85.09,545.8,1
Male,0,No,No,37,Two year,DSL,Yes,No,Electronic check,1,1,43.5,1542.48,0
Female,0,No,No,37,Month-to-month,Fiber optic,No,No,Bank transfer,1,0,62.74,2365.15,0
Male,0,No,Yes,11,Month-to-month,DSL,Yes,Yes,Bank transfer,3,0,58.79,677.43,1
Male,0,No,No,7,Month-to-month,No,No internet service,No internet service,Mailed check,2,0,30.26,209.22,1
Female,0,No,No,43,One year,Fiber optic,No,No,Electronic check,1,0,76.71,3359.83,0
Female,0,No,No,47,One year,Fiber optic,No,No,Electronic check,0,0,64.44,3024.22,0
Male,0,Yes,Yes,16,Two year,No,No internet service,No internet service,Bank transfer,0,0,25.36,472.82,0
Female,1,No,No,15,One year,No,No internet service,No internet service,Credit card,3,0,30.85,551.31,1
Female,0,Yes,No,29,One year,Fiber optic,Yes,Yes,Credit card,3,2,81.28,2422.07,0
Male,1,Yes,Yes,19,One year,Fiber optic,No,No,Credit card,1,0,57.3,1113.33,0
Female,0,No,No,6,One year,No,No internet service,No internet service,Bank transfer,2,1,29.69,117.56,0
Male,1,Yes,Yes,11,Month-to-month,DSL,Yes,Yes,Credit card,1,0,67.4,768.01,0
Female,0,No,Yes,32,One year,Fiber optic,No,No,Mailed check,0,0,71.33,2254.12,0
Female,0,Yes,Yes,12,Month-to-month,Fiber optic,Yes,Yes,Credit card,1,1,91.68,1143.37,1
Female,0,Yes,No,48,Month-to-month,Fiber optic,Yes,No,Mailed check,3,0,84.33,4144.76,1
Female,1,No,Yes,36,Two year,No,No internet service,No internet service,Bank transfer,1,1,28.97,1037.51,0
Female,0,No,No,33,Two year,Fiber optic,No,No,Electronic check,2,1,59.63,1900.61,0
Male,0,No,No,28,Two year,Fiber optic,Yes,No,Mailed check,1,2,63.9,1831.28,0
Female,1,No,No,14,Month-to-month,No,No internet service,No internet service,Electronic check,3,1,26.8,374.7,0
Male,0,Yes,No,40,Month-to-month,Fiber optic,Yes,Yes,Mailed check,3,0,84.52,3472.98,1
Female,0,Yes,Yes,14,Month-to-month,DSL,Yes,No,Bank transfer,1,0,57.12,802.93,0
Male,0,No,No,50,Month-to-month,DSL,Yes,No,Credit card,3,1,69.53,3472.28,1
Female,0,No,No,67,One year,Fiber optic,Yes,Yes,Credit card,0,1,91.34,6125.53,0
Female,0,No,No,29,One year,DSL,No,No,Electronic check,0,1,47.53,1396.85,0
Female,0,Yes,Yes,61,Two year,Fiber optic,No,Yes,Bank transfer,0,1,71.11,4218.81,0
Female,0,Yes,No,11,Month-to-month,No,No internet service,No internet service,Bank transfer,1,2,29.16,272.06,1
Male,0,Yes,No,37,Month-to-month,DSL,Yes,Yes,Electronic check,2,0,67.7,2571.32,0
Male,0,No,No,26,Month-to-month,No,No internet service,No internet service,Credit card,2,0,22.28,540.16,0
Male,1,Yes,No,44,Two year,Fiber optic,No,Yes,Electronic check,1,1,55.11,2423.09,0
Female,0,No,No,4,Month-to-month,No,No internet service,No internet service,Credit card,2,0,18.0,58.25,0
Female,0,Yes,No,42,Month-to-month,DSL,No,Yes,Electronic check,1,1,63.78,2637.55,1
Male,0,No,Yes,16,Month-to-month,Fiber optic,Yes,Yes,Credit card,1,1,73.66,1168.9,0
Male,0,Yes,No,27,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,1,81.63,2142.71,0
Male,0,No,Yes,72,One year,Fiber optic,No,No,Mailed check,0,1,72.55,5134.74,0
Male,0,No,Yes,38,Two year,No,No internet service,No internet service,Electronic check,0,1,18.0,696.36,0
Female,0,Yes,Yes,34,Month-to-month,No,No internet service,No internet service,Electronic check,1,0,31.2,1157.51,0
Male,0,Yes,Yes,32,Month-to-month,DSL,Yes,Yes,Electronic check,1,0,63.36,2072.35,0
Male,0,Yes,No,53,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,3,74.81,4011.01,0
Female,0,No,No,44,Month-to-month,Fiber optic,No,Yes,Bank transfer,6,2,67.8,3046.46,1
Female,0,No,No,33,Two year,DSL,No,Yes,Electronic check,0,0,67.38,2235.87,0
Male,0,Yes,No,30,One year,No,No internet service,No internet service,Mailed check,2,0,18.0,541.42,0
Male,0,No,No,29,Month-to-month,Fiber optic,Yes,No,Electronic check,2,0,66.37,1873.18,0
Male,0,Yes,No,25,One year,Fiber optic,Yes,Yes,Bank transfer,0,0,85.13,2175.54,0
Female,1,No,No,9,Month-to-month,No,No internet service,No internet service,Electronic check,0,2,18.0,178.63,1
Male,0,No,No,37,Month-to-month,DSL,No,No,Bank transfer,2,1,65.54,2383.69,1
Male,0,No,No,17,Month-to-month,Fiber optic,No,No,Bank transfer,4,1,61.1,1019.8,1
Male,0,Yes,No,22,Two year,Fiber optic,No,No,Electronic check,1,1,75.35,1590.11,0
Male,0,Yes,No,47,Two year,Fiber optic,Yes,No,Electronic check,0,0,89.14,4221.1,0
Male,1,No,No,25,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,0,82.73,2160.94,1
Female,0,Yes,No,24,One year,DSL,No,No,Credit card,2,0,42.96,963.26,0
Female,0,No,No,29,Month-to-month,Fiber optic,No,Yes,Electronic check,2,0,79.75,2375.45,0
Male,0,No,Yes,20,Month-to-month,DSL,No,No,Mailed check,1,0,59.84,1269.35,1
Male,1,No,No,72,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,0,65.01,4610.94,0
Male,1,No,No,72,Month-to-month,No,No internet service,No internet service,Electronic check,0,0,32.78,2236.11,0
Female,0,No,No,72,Month-to-month,DSL,Yes,No,Electronic check,1,0,59.93,4318.73,0
Male,0,No,Yes,32,Two year,DSL,Yes,No,Mailed check,0,0,71.12,2265.42,0
Female,0,Yes,No,16,Month-to-month,Fiber optic,Yes,Yes,Electronic check,2,2,87.43,1385.67,1
Male,0,No,Yes,47,Month-to-month,No,No internet service,No internet service,Bank transfer,1,0,25.22,1252.94,0
Male,0,Yes,No,21,Month-to-month,DSL,No,No,Credit card,1,0,54.47,1122.75,0
Male,0,No,No,50,Month-to-month,DSL,Yes,Yes,Credit card,2,0,54.08,2849.16,0
Male,0,No,No,15,Month-to-month,Fiber optic,No,Yes,Mailed check,1,0,70.47,964.9,1
Female,0,No,No,34,Month-to-month,Fiber optic,Yes,No,Electronic check,2,0,76.55,2550.66,1
Female,0,Yes,Yes,55,One year,DSL,Yes,No,Mailed check,0,0,51.81,2797.2,0
Male,0,Yes,No,21,Month-to-month,Fiber optic,Yes,Yes,Electronic check,2,0,79.11,1650.07,1
Female,0,No,Yes,21,Month-to-month,No,No internet service,No internet service,Bank transfer,1,0,40.3,931.52,0
Female,0,No,No,7,Month-to-month,Fiber optic,Yes,No,Electronic check,3,1,90.35,565.44,1
Male,0,Yes,No,16,Two year,DSL,Yes,No,Electronic check,0,1,35.67,516.51,0
Female,1,No,Yes,32,Month-to-month,Fiber optic,Yes,Yes,Electronic check,2,0,84.32,2660.16,1
Female,0,No,No,35,One year,DSL,Yes,No,Electronic check,0,0,46.47,1621.06,0
Male,0,No,No,39,One year,Fiber optic,No,No,Bank transfer,1,0,78.2,3059.5,0
Female,0,No,Yes,5,Month-to-month,Fiber optic,No,Yes,Credit card,1,0,78.78,370.49,1
Female,0,No,No,21,One year,DSL,Yes,Yes,Bank transfer,0,1,75.72,1512.79,0
Male,0,No,Yes,8,Month-to-month,DSL,Yes,Yes,Electronic check,2,0,57.11,451.04,0
Male,0,Yes,Yes,31,Two year,DSL,Yes,No,Mailed check,1,1,48.4,1586.41,0
Female,0,No,No,6,Month-to-month,DSL,No,No,Bank transfer,2,0,47.25,338.43,0
Female,0,No,No,10,Month-to-month,DSL,No,No,Credit card,0,1,44.22,414.79,0
Male,0,No,No,44,One year,Fiber optic,No,No,Bank transfer,0,1,68.26,3007.73,0
Female,0,No,No,17,Two year,Fiber optic,Yes,Yes,Electronic check,0,0,93.5,1619.46,0
Male,0,No,No,62,One year,DSL,Yes,No,Bank transfer,1,0,59.74,3756.98,0
Female,0,Yes,No,40,Two year,DSL,No,No,Electronic check,0,2,46.63,1957.27,0
Male,1,Yes,Yes,21,One year,No,No internet service,No internet service,Mailed check,0,1,24.43,529.15,1
Female,0,Yes,Yes,49,One year,Fiber optic,No,No,Credit card,0,0,56.34,2690.31,0
Female,0,No,No,23,Two year,Fiber optic,No,No,Credit card,1,0,53.38,1135.91,0
Male,0,No,No,42,One year,Fiber optic,No,No,Electronic check,2,1,78.69,3341.15,1
Male,0,Yes,No,15,Month-to-month,DSL,No,Yes,Bank transfer,0,1,50.91,676.8,0
Female,0,Yes,Yes,50,Two year,DSL,Yes,No,Electronic check,1,0,67.47,3422.44,0
Male,0,No,No,7,Month-to-month,Fiber optic,No,No,Electronic check,2,1,66.55,430.07,1
Female,0,Yes,Yes,10,Two year,No,No internet service,No internet service,Credit card,0,0,25.07,177.79,0
Female,0,Yes,No,12,One year,Fiber optic,No,No,Credit card,0,1,75.64,938.48,1
Male,0,Yes,No,16,One year,Fiber optic,No,No,Electronic check,1,2,76.58,1163.9,0
Male,1,No,Yes,33,Month-to-month,Fiber optic,Yes,No,Credit card,1,0,71.89,2400.7,0
Female,0,No,No,26,Month-to-month,DSL,No,No,Electronic check,4,0,49.57,1299.78,0
Female,1,No,No,43,Month-to-month,DSL,No,No,Bank transfer,0,0,48.85,1986.46,0
Male,0,Yes,No,55,Month-to-month,No,No internet service,No internet service,Credit card,1,0,27.03,1571.62,0
Female,0,Yes,No,6,Month-to-month,DSL,No,Yes,Credit card,3,1,58.55,428.92,1
Female,0,No,Yes,60,Two year,DSL,No,No,Bank transfer,1,1,43.16,2646.69,0
Male,0,No,Yes,22,One year,Fiber optic,Yes,No,Mailed check,0,1,77.2,1756.77,0
Male,0,Yes,Yes,72,One year,Fiber optic,No,No,Bank transfer,0,0,57.29,4081.16,0
Male,0,No,Yes,15,Two year,No,No internet service,No internet service,Credit card,0,0,24.02,429.85,0
Female,0,No,No,4,One year,DSL,No,Yes,Electronic check,0,1,57.95,277.28,1
Female,0,No,No,40,One year,No,No internet service,No internet service,Electronic check,0,1,18.0,594.47,0
Female,0,Yes,No,38,Month-to-month,DSL,No,No,Mailed check,1,1,46.74,1718.19,0
Female,0,Yes,No,11,One year,DSL,Yes,No,Mailed check,1,0,51.89,525.31,0
Male,0,Yes,No,12,Month-to-month,Fiber optic,Yes,No,Electronic check,2,0,72.04,953.15,0
Male,0,No,Yes,45,Month-to-month,No,No internet service,No internet service,Bank transfer,0,3,30.06,1294.75,0
Female,0,No,Yes,34,One year,Fiber optic,Yes,No,Electronic check,1,0,79.7,2674.6,0
Female,1,Yes,No,21,One year,DSL,No,No,Credit card,0,1,56.69,1113.45,0
Female,0,Yes,No,36,Month-to-month,Fiber optic,No,No,Electronic check,0,1,85.63,3054.03,1
Female,0,Yes,Yes,32,Two year,DSL,No,No,Credit card,1,0,57.78,1911.02,1
Female,0,No,No,13,Two year,No,No internet service,No internet service,Credit card,2,0,18.0,148.6,0
Male,0,No,Yes,47,One year,No,No internet service,No internet service,Mailed check,1,0,18.76,910.03,0
Male,0,Yes,No,41,Month-to-month,Fiber optic,No,No,Electronic check,1,0,79.74,3216.72,0
Female,0,No,No,26,Month-to-month,Fiber optic,No,No,Credit card,2,0,65.84,1824.85,1
Male,0,No,Yes,45,One year,Fiber optic,No,Yes,Mailed check,0,0,73.31,3305.84,0
Male,1,No,No,72,Two year,Fiber optic,Yes,Yes,Bank transfer,1,0,86.67,6235.2,0
Female,0,No,No,11,Month-to-month,DSL,Yes,No,Electronic check,3,0,53.72,556.07,1
Male,0,Yes,No,22,Month-to-month,Fiber optic,No,No,Electronic check,2,1,82.68,1831.86,1
Female,0,No,No,22,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,0,74.71,1555.36,0
Female,0,No,No,44,Month-to-month,No,No internet service,No internet service,Bank transfer,3,0,43.29,1910.6,0
Female,0,No,Yes,16,One year,DSL,Yes,No,Credit card,0,1,51.52,789.11,0
Male,0,No,Yes,43,One year,Fiber optic,No,No,Bank transfer,0,0,63.74,2703.01,0
Female,0,Yes,No,18,Month-to-month,Fiber optic,No,No,Electronic check,0,2,62.32,1245.34,1
Male,0,No,No,10,Month-to-month,No,No internet service,No internet service,Bank transfer,1,0,18.0,264.24,0
Male,0,No,Yes,28,Two year,No,No internet service,No internet service,Electronic check,2,0,29.79,921.74,0
Male,0,Yes,No,17,Month-to-month,DSL,No,Yes,Electronic check,2,1,46.25,837.27,1
Male,0,No,No,30,Month-to-month,Fiber optic,No,No,Mailed check,1,1,60.97,1853.58,0
Male,0,Yes,Yes,35,One year,Fiber optic,No,No,Electronic check,3,0,73.16,2648.67,0
Male,0,No,Yes,6,Two year,Fiber optic,No,No,Electronic check,1,1,51.64,329.53,0
Male,0,Yes,No,19,Month-to-month,DSL,No,No,Electronic check,2,0,37.22,744.28,1
Female,0,Yes,Yes,28,Month-to-month,Fiber optic,No,No,Electronic check,3,1,68.58,2003.45,1
Male,1,No,No,45,One year,No,No internet service,No internet service,Credit card,0,0,27.26,1275.67,0
Female,0,No,No,41,Month-to-month,DSL,No,No,Mailed check,1,0,46.31,1925.32,0
Male,0,No,Yes,14,Two year,DSL,Yes,No,Credit card,0,2,59.49,880.6,1
Female,1,No,No,23,One year,Fiber optic,No,No,Credit card,0,1,62.12,1435.42,0
Female,1,Yes,Yes,36,Month-to-month,Fiber optic,No,No,Credit card,3,0,81.11,2950.43,1
Female,0,No,No,22,Two year,Fiber optic,Yes,Yes,Electronic check,0,1,91.29,2044.63,1
Female,0,No,Yes,15,One year,DSL,Yes,No,Electronic check,0,1,49.49,668.28,1
Male,0,Yes,No,25,Month-to-month,Fiber optic,No,No,Mailed check,0,1,67.49,1643.07,1
Female,1,No,No,34,Month-to-month,DSL,Yes,No,Mailed check,1,0,40.29,1413.53,0
Male,0,Yes,No,12,One year,Fiber optic,No,Yes,Electronic check,0,0,84.44,1021.19,0
Male,0,Yes,Yes,38,Two year,DSL,No,No,Electronic check,0,2,38.77,1472.2,0
Male,0,No,No,29,Month-to-month,Fiber optic,No,No,Bank transfer,2,0,64.69,1893.62,0
Female,1,No,No,39,Month-to-month,DSL,Yes,Yes,Bank transfer,0,1,61.66,2285.78,1
Female,0,No,No,25,Two year,Fiber optic,Yes,No,Mailed check,1,0,64.99,1614.58,0
Female,0,No,No,72,One year,DSL,No,Yes,Electronic check,0,1,50.34,3614.83,0
Male,1,Yes,No,33,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,1,1,86.98,2881.14,0
Female,0,No,No,42,Month-to-month,DSL,No,Yes,Bank transfer,3,1,53.02,2278.14,0
Female,0,Yes,No,38,One year,DSL,No,Yes,Bank transfer,1,0,63.97,2408.95,0
Male,0,Yes,No,23,One year,Fiber optic,No,Yes,Credit card,0,0,82.93,1988.05,0
Male,0,Yes,No,31,Month-to-month,DSL,Yes,No,Bank transfer,1,0,49.21,1467.1,0
Female,0,Yes,No,17,Month-to-month,No,No internet service,No internet service,Mailed check,0,0,20.37,387.92,1
Male,0,Yes,No,71,One year,Fiber optic,Yes,Yes,Electronic check,3,0,80.37,5675.13,0
Female,0,No,Yes,36,One year,DSL,No,No,Electronic check,0,2,45.77,1717.79,0
Male,0,No,No,14,Month-to-month,No,No internet service,No internet service,Mailed check,0,0,35.8,514.45,0
Male,0,No,No,61,One year,DSL,No,No,Credit card,1,0,50.53,3009.96,0
Male,1,Yes,No,24,One year,No,No internet service,No internet service,Bank transfer,0,2,18.0,438.2,0
Male,0,No,No,46,Month-to-month,DSL,Yes,Yes,Bank transfer,2,0,58.76,2726.99,0
Female,1,Yes,No,6,Month-to-month,Fiber optic,Yes,No,Electronic check,3,0,72.3,447.33,1
Female,0,No,Yes,54,Two year,No,No internet service,No internet service,Bank transfer,0,1,27.39,1498.79,0
Male,0,No,No,35,Two year,DSL,No,Yes,Electronic check,0,0,71.42,2486.21,0
Female,0,Yes,No,13,Month-to-month,Fiber optic,Yes,Yes,Electronic check,2,1,90.3,1140.35,1
Female,0,No,Yes,34,Two year,DSL,No,No,Bank transfer,1,0,48.18,1539.49,1
Female,0,No,Yes,67,Two year,Fiber optic,Yes,Yes,Electronic check,1,1,77.19,5206.71,0
Female,0,Yes,No,17,Two year,DSL,No,No,Electronic check,2,0,60.37,1056.75,0
Male,0,No,No,17,Two year,DSL,No,No,Electronic check,0,0,46.63,907.31,0
Female,0,No,No,23,One year,DSL,No,Yes,Electronic check,1,0,45.64,1047.23,0
Female,0,Yes,No,27,Month-to-month,Fiber optic,Yes,Yes,Mailed check,2,0,86.86,2361.87,0
Male,0,Yes,No,48,Month-to-month,No,No internet service,No internet service,Bank transfer,3,2,18.0,873.06,0
Female,0,Yes,Yes,36,One year,No,No internet service,No internet service,Electronic check,0,1,29.28,1106.06,1
Female,1,No,No,23,Month-to-month,Fiber optic,Yes,No,Electronic check,3,0,72.85,1644.69,1
Male,0,Yes,No,32,One year,Fiber optic,No,Yes,Mailed check,1,0,74.55,2394.64,0
Male,0,No,No,72,Month-to-month,No,No internet service,No internet service,Electronic check,1,0,18.0,1297.63,0
Female,0,Yes,No,40,Two year,Fiber optic,No,Yes,Credit card,1,0,85.62,3469.41,0
Male,1,No,Yes,24,Two year,DSL,No,No,Credit card,2,0,39.57,1082.99,0
Male,0,No,No,22,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,0,71.22,1586.7,0
Female,0,No,No,31,One year,DSL,Yes,Yes,Bank transfer,0,0,65.53,1944.75,0
Male,0,No,No,48,Two year,No,No internet service,No internet service,Bank transfer,1,0,22.83,1025.51,0
Male,0,No,Yes,15,Month-to-month,Fiber optic,No,No,Mailed check,2,2,87.37,1373.86,1
Male,0,No,Yes,44,Two year,DSL,No,No,Bank transfer,2,0,35.2,1448.97,0
Male,0,Yes,No,24,Month-to-month,No,No internet service,No internet service,Mailed check,4,0,20.94,521.55,0
Male,0,Yes,No,27,Month-to-month,DSL,Yes,No,Mailed check,5,0,62.29,1637.99,1
Male,0,No,No,72,One year,No,No internet service,No internet service,Credit card,0,0,20.46,1635.0,0
Female,1,Yes,No,41,One year,No,No internet service,No internet service,Credit card,1,2,23.97,910.04,1
Male,0,Yes,Yes,18,Month-to-month,Fiber optic,No,No,Mailed check,1,1,89.68,1574.52,1
Male,0,No,No,35,Two year,Fiber optic,Yes,Yes,Credit card,1,0,84.53,3005.43,0
Male,0,No,No,50,One year,DSL,No,No,Bank transfer,1,0,60.21,2996.59,0
Female,0,Yes,Yes,41,Month-to-month,Fiber optic,Yes,No,Mailed check,2,0,81.2,3286.05,0
Male,0,Yes,No,4,Month-to-month,No,No internet service,No internet service,Mailed check,2,0,29.9,61.67,0
Male,0,Yes,Yes,26,Month-to-month,DSL,No,No,Credit card,0,0,47.41,1193.25,0
Male,0,Yes,No,36,One year,DSL,Yes,Yes,Credit card,0,0,50.97,1780.55,0
Female,0,Yes,No,34,One year,DSL,Yes,Yes,Bank transfer,1,0,72.7,2471.04,0
Female,0,No,Yes,19,Month-to-month,Fiber optic,No,No,Electronic check,0,1,73.45,1511.06,1
Male,0,No,No,42,Two year,Fiber optic,Yes,No,Mailed check,0,1,80.29,3495.93,1
Male,0,Yes,No,54,Two year,DSL,Yes,Yes,Electronic check,1,0,62.8,3513.91,0
Male,0,Yes,Yes,7,Month-to-month,DSL,No,No,Bank transfer,4,0,43.81,298.86,1
Female,0,No,No,6,One year,Fiber optic,Yes,Yes,Credit card,1,0,94.58,610.43,0
Male,0,Yes,No,34,Two year,DSL,Yes,Yes,Credit card,1,0,66.61,2272.36,0
Male,0,Yes,No,44,Month-to-month,DSL,No,Yes,Mailed check,2,0,42.37,1815.05,0
Male,0,Yes,Yes,17,Month-to-month,DSL,No,No,Electronic check,1,2,48.57,717.44,1
Female,0,No,No,4,Month-to-month,Fiber optic,No,Yes,Mailed check,1,0,74.57,192.55,1
Female,1,Yes,Yes,26,Month-to-month,DSL,Yes,Yes,Electronic check,2,4,42.99,1127.05,0
Female,0,Yes,Yes,34,Month-to-month,DSL,No,Yes,Credit card,0,0,51.02,1652.86,1
Female,0,No,Yes,21,One year,Fiber optic,No,No,Electronic check,0,3,89.77,1837.44,1
Female,0,No,Yes,50,One year,DSL,Yes,No,Credit card,1,0,37.12,1878.14,0
Male,0,No,No,33,Month-to-month,No,No internet service,No internet service,Mailed check,1,0,18.0,454.07,0
Male,0,No,No,16,Month-to-month,No,No internet service,No internet service,Bank transfer,2,1,18.0,376.07,0
Male,0,No,No,17,Month-to-month,Fiber optic,Yes,Yes,Credit card,1,0,71.34,1215.95,0
Female,0,Yes,No,27,One year,Fiber optic,No,Yes,Bank transfer,0,0,62.29,1659.24,0
Female,0,Yes,Yes,20,Month-to-month,DSL,Yes,No,Bank transfer,3,2,46.52,892.1,0
Female,1,Yes,No,6,Month-to-month,Fiber optic,Yes,No,Electronic check,2,1,89.73,566.75,1
Female,0,Yes,No,31,Month-to-month,DSL,No,Yes,Electronic check,1,0,64.25,1933.87,1
Male,1,Yes,Yes,17,One year,Fiber optic,No,No,Bank transfer,0,0,66.93,1217.05,1
Female,0,Yes,No,20,Month-to-month,DSL,Yes,Yes,Mailed check,3,0,77.39,1599.85,0
Male,0,No,Yes,11,One year,Fiber optic,No,Yes,Bank transfer,1,2,73.19,761.62,1
Female,0,No,No,68,Two year,DSL,No,No,Mailed check,0,0,41.36,2800.71,0
Male,0,Yes,No,39,One year,Fiber optic,Yes,No,Electronic check,2,3,72.54,2901.84,0
Male,0,No,Yes,72,Month-to-month,DSL,No,Yes,Credit card,1,1,44.33,3216.11,0
Female,1,Yes,No,21,One year,DSL,No,Yes,Credit card,3,0,41.91,866.54,0
Male,1,No,No,41,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,1,89.28,3615.81,1
Male,0,No,Yes,31,Two year,Fiber optic,No,Yes,Electronic check,1,1,79.65,2462.41,0
Female,0,Yes,No,16,One year,No,No internet service,No internet service,Electronic check,0,1,18.0,263.19,0
Female,0,Yes,No,21,Month-to-month,DSL,No,No,Electronic check,2,0,52.74,1126.08,1
Female,0,No,Yes,39,Month-to-month,DSL,Yes,Yes,Credit card,2,3,68.06,2635.51,0
Male,0,No,Yes,11,One year,Fiber optic,No,No,Bank transfer,0,0,64.16,647.71,1
Male,0,No,No,51,One year,DSL,No,No,Credit card,0,0,41.38,2176.23,0
Female,0,Yes,No,29,Month-to-month,No,No internet service,No internet service,Credit card,2,0,30.33,912.18,1
